,GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,PTS_away,HOME_TEAM_WINS
369,2014-12-17,1610612746,1610612754,2014,1610612746,102.0,100.0,1
370,2014-12-17,1610612757,1610612749,2014,1610612757,104.0,97.0,1
371,2014-12-17,1610612759,1610612763,2014,1610612759,116.0,117.0,0
372,2014-12-17,1610612761,1610612751,2014,1610612761,105.0,89.0,1
373,2014-12-17,1610612748,1610612762,2014,1610612748,87.0,105.0,0
374,2014-12-17,1610612765,1610612742,2014,1610612765,106.0,117.0,0
375,2014-12-17,1610612738,1610612753,2014,1610612738,109.0,92.0,1
376,2014-12-17,1610612739,1610612737,2014,1610612739,98.0,127.0,0
377,2014-12-17,1610612766,1610612756,2014,1610612766,106.0,111.0,0
378,2014-12-18,1610612744,1610612760,2014,1610612744,114.0,109.0,1
379,2014-12-18,1610612758,1610612749,2014,1610612758,107.0,108.0,0
380,2014-12-18,1610612745,1610612740,2014,1610612745,90.0,99.0,0
381,2014-12-18,1610612741,1610612752,2014,1610612741,103.0,97.0,1
382,2014-12-19,1610612747,1610612760,2014,1610612747,103.0,104.0,0
383,2014-12-19,1610612743,1610612746,2014,1610612743,109.0,106.0,1
384,2014-12-19,1610612759,1610612757,2014,1610612759,119.0,129.0,0
385,2014-12-19,1610612763,1610612741,2014,1610612763,97.0,103.0,0
386,2014-12-19,1610612748,1610612764,2014,1610612748,103.0,105.0,0
387,2014-12-19,1610612765,1610612761,2014,1610612765,100.0,110.0,0
388,2014-12-19,1610612739,1610612751,2014,1610612739,95.0,91.0,1
389,2014-12-19,1610612738,1610612750,2014,1610612738,114.0,98.0,1
390,2014-12-19,1610612755,1610612766,2014,1610612755,91.0,109.0,0
391,2014-12-19,1610612753,1610612762,2014,1610612753,94.0,101.0,0
392,2014-12-20,1610612746,1610612749,2014,1610612746,106.0,102.0,1
393,2014-12-20,1610612743,1610612754,2014,1610612743,76.0,73.0,1
394,2014-12-20,1610612742,1610612759,2014,1610612742,99.0,93.0,1
395,2014-12-20,1610612745,1610612737,2014,1610612745,97.0,104.0,0
396,2014-12-20,1610612766,1610612762,2014,1610612766,104.0,86.0,1
397,2014-12-20,1610612740,1610612757,2014,1610612740,88.0,114.0,0
398,2014-12-20,1610612752,1610612756,2014,1610612752,90.0,99.0,0
399,2014-12-21,1610612760,1610612740,2014,1610612760,99.0,101.0,0
400,2014-12-21,1610612750,1610612754,2014,1610612750,96.0,100.0,0
401,2014-12-21,1610612764,1610612756,2014,1610612764,92.0,104.0,0
402,2014-12-21,1610612753,1610612755,2014,1610612753,88.0,96.0,0
403,2014-12-21,1610612748,1610612738,2014,1610612748,100.0,84.0,1
404,2014-12-21,1610612751,1610612765,2014,1610612751,110.0,105.0,1
405,2014-12-21,1610612758,1610612747,2014,1610612758,108.0,101.0,1
406,2014-12-21,1610612739,1610612763,2014,1610612739,105.0,91.0,1
407,2014-12-21,1610612761,1610612752,2014,1610612761,118.0,108.0,1
408,2014-12-22,1610612744,1610612758,2014,1610612744,128.0,108.0,1
409,2014-12-22,1610612759,1610612746,2014,1610612759,125.0,118.0,1
410,2014-12-22,1610612742,1610612737,2014,1610612742,102.0,105.0,0
411,2014-12-22,1610612763,1610612762,2014,1610612763,91.0,97.0,0
412,2014-12-22,1610612745,1610612757,2014,1610612745,110.0,95.0,1
413,2014-12-22,1610612741,1610612761,2014,1610612741,129.0,120.0,1
414,2014-12-22,1610612766,1610612743,2014,1610612766,110.0,82.0,1
415,2014-12-23,1610612747,1610612744,2014,1610612747,115.0,105.0,1
416,2014-12-23,1610612756,1610612742,2014,1610612756,124.0,115.0,1
417,2014-12-23,1610612760,1610612757,2014,1610612760,111.0,115.0,0
418,2014-12-23,1610612749,1610612766,2014,1610612749,101.0,108.0,0
419,2014-12-23,1610612748,1610612755,2014,1610612748,87.0,91.0,0
420,2014-12-23,1610612751,1610612743,2014,1610612751,102.0,96.0,1
421,2014-12-23,1610612737,1610612746,2014,1610612737,107.0,104.0,1
422,2014-12-23,1610612764,1610612741,2014,1610612764,91.0,99.0,0
423,2014-12-23,1610612753,1610612738,2014,1610612753,100.0,95.0,1
424,2014-12-23,1610612754,1610612740,2014,1610612754,96.0,84.0,1
425,2014-12-23,1610612739,1610612750,2014,1610612739,125.0,104.0,1
426,2014-12-25,1610612746,1610612744,2014,1610612746,100.0,86.0,1
427,2014-12-25,1610612741,1610612747,2014,1610612741,113.0,93.0,1
428,2014-12-25,1610612748,1610612739,2014,1610612748,101.0,91.0,1
429,2014-12-25,1610612759,1610612760,2014,1610612759,106.0,114.0,0
430,2014-12-25,1610612752,1610612764,2014,1610612752,91.0,102.0,0
431,2014-12-26,1610612758,1610612756,2014,1610612758,106.0,115.0,0
432,2014-12-26,1610612757,1610612755,2014,1610612757,114.0,93.0,1
433,2014-12-26,1610612743,1610612750,2014,1610612743,106.0,102.0,1
434,2014-12-26,1610612742,1610612747,2014,1610612742,102.0,98.0,1
435,2014-12-26,1610612760,1610612766,2014,1610612760,98.0,75.0,1
436,2014-12-26,1610612740,1610612759,2014,1610612740,97.0,90.0,1
437,2014-12-26,1610612763,1610612745,2014,1610612763,111.0,117.0,0
438,2014-12-26,1610612765,1610612754,2014,1610612765,119.0,109.0,1
439,2014-12-26,1610612737,1610612749,2014,1610612737,77.0,107.0,0
440,2014-12-26,1610612753,1610612739,2014,1610612753,89.0,98.0,0
441,2014-12-26,1610612738,1610612751,2014,1610612738,107.0,109.0,0
442,2014-12-27,1610612744,1610612750,2014,1610612744,110.0,97.0,1
443,2014-12-27,1610612758,1610612752,2014,1610612758,135.0,129.0,1
444,2014-12-27,1610612762,1610612755,2014,1610612762,88.0,71.0,1
445,2014-12-27,1610612749,1610612737,2014,1610612749,85.0,90.0,0
446,2014-12-27,1610612751,1610612754,2014,1610612751,85.0,110.0,0
447,2014-12-27,1610612741,1610612740,2014,1610612741,107.0,100.0,1
448,2014-12-27,1610612748,1610612763,2014,1610612748,95.0,103.0,0
449,2014-12-27,1610612764,1610612738,2014,1610612764,101.0,88.0,1
450,2014-12-27,1610612766,1610612753,2014,1610612766,94.0,102.0,0
451,2014-12-27,1610612746,1610612761,2014,1610612746,98.0,110.0,0
452,2014-12-28,1610612747,1610612756,2014,1610612747,107.0,116.0,0
453,2014-12-28,1610612743,1610612761,2014,1610612743,102.0,116.0,0
454,2014-12-28,1610612757,1610612752,2014,1610612757,101.0,79.0,1
455,2014-12-28,1610612742,1610612760,2014,1610612742,112.0,107.0,1
456,2014-12-28,1610612759,1610612745,2014,1610612759,110.0,106.0,1
457,2014-12-28,1610612739,1610612765,2014,1610612739,80.0,103.0,0
458,2014-12-29,1610612746,1610612762,2014,1610612746,101.0,97.0,1
459,2014-12-29,1610612745,1610612764,2014,1610612745,103.0,104.0,0
460,2014-12-29,1610612748,1610612753,2014,1610612748,101.0,102.0,0
461,2014-12-29,1610612751,1610612758,2014,1610612751,107.0,99.0,1
462,2014-12-29,1610612754,1610612741,2014,1610612754,90.0,92.0,0
463,2014-12-29,1610612766,1610612749,2014,1610612766,94.0,104.0,0
464,2014-12-30,1610612744,1610612755,2014,1610612744,126.0,86.0,1
465,2014-12-30,1610612757,1610612761,2014,1610612757,102.0,97.0,1
466,2014-12-30,1610612762,1610612750,2014,1610612762,100.0,94.0,1
467,2014-12-30,1610612743,1610612747,2014,1610612743,103.0,111.0,0
468,2014-12-30,1610612742,1610612764,2014,1610612742,114.0,87.0,1
469,2014-12-30,1610612740,1610612756,2014,1610612740,110.0,106.0,1
470,2014-12-30,1610612763,1610612759,2014,1610612763,95.0,87.0,1
471,2014-12-30,1610612741,1610612751,2014,1610612741,82.0,96.0,0
472,2014-12-30,1610612737,1610612739,2014,1610612737,109.0,101.0,1
473,2014-12-30,1610612753,1610612765,2014,1610612753,86.0,109.0,0
474,2014-12-31,1610612760,1610612756,2014,1610612760,137.0,134.0,1
475,2014-12-31,1610612759,1610612740,2014,1610612759,95.0,93.0,1
476,2014-12-31,1610612739,1610612749,2014,1610612739,80.0,96.0,0
477,2014-12-31,1610612745,1610612766,2014,1610612745,102.0,83.0,1
478,2014-12-31,1610612746,1610612752,2014,1610612746,99.0,78.0,1
479,2014-12-31,1610612754,1610612748,2014,1610612754,106.0,95.0,1
480,2014-12-31,1610612738,1610612758,2014,1610612738,106.0,84.0,1
481,2015-01-01,1610612750,1610612758,2014,1610612750,107.0,110.0,0
482,2015-01-01,1610612741,1610612743,2014,1610612741,106.0,101.0,1
483,2015-01-02,1610612747,1610612763,2014,1610612747,106.0,109.0,0
484,2015-01-02,1610612744,1610612761,2014,1610612744,126.0,105.0,1
485,2015-01-02,1610612762,1610612737,2014,1610612762,92.0,98.0,0
486,2015-01-02,1610612756,1610612755,2014,1610612756,112.0,96.0,1
487,2015-01-02,1610612749,1610612754,2014,1610612749,91.0,94.0,0
488,2015-01-02,1610612760,1610612764,2014,1610612760,109.0,102.0,1
489,2015-01-02,1610612740,1610612745,2014,1610612740,111.0,83.0,1
490,2015-01-02,1610612752,1610612765,2014,1610612752,81.0,97.0,0
491,2015-01-02,1610612738,1610612742,2014,1610612738,101.0,119.0,0
492,2015-01-02,1610612753,1610612751,2014,1610612753,98.0,100.0,0
493,2015-01-02,1610612766,1610612739,2014,1610612766,87.0,91.0,0
494,2015-01-03,1610612746,1610612755,2014,1610612746,127.0,91.0,1
495,2015-01-03,1610612757,1610612737,2014,1610612757,107.0,115.0,0
496,2015-01-03,1610612743,1610612763,2014,1610612743,114.0,85.0,1
497,2015-01-03,1610612759,1610612764,2014,1610612759,101.0,92.0,1
498,2015-01-03,1610612750,1610612762,2014,1610612750,89.0,101.0,0
499,2015-01-03,1610612745,1610612748,2014,1610612745,115.0,79.0,1
500,2015-01-03,1610612741,1610612738,2014,1610612741,109.0,104.0,1
501,2015-01-03,1610612753,1610612766,2014,1610612753,90.0,98.0,0
502,2015-01-04,1610612747,1610612754,2014,1610612747,88.0,87.0,1
503,2015-01-04,1610612756,1610612761,2014,1610612756,125.0,109.0,1
504,2015-01-04,1610612752,1610612749,2014,1610612752,82.0,95.0,0
505,2015-01-04,1610612748,1610612751,2014,1610612748,88.0,84.0,1
506,2015-01-04,1610612765,1610612758,2014,1610612765,114.0,95.0,1
507,2015-01-04,1610612739,1610612742,2014,1610612739,90.0,109.0,0
508,2015-01-05,1610612746,1610612737,2014,1610612746,98.0,107.0,0
509,2015-01-05,1610612744,1610612760,2014,1610612744,117.0,91.0,1
510,2015-01-05,1610612757,1610612747,2014,1610612757,98.0,94.0,1
511,2015-01-05,1610612762,1610612754,2014,1610612762,101.0,105.0,0
512,2015-01-05,1610612740,1610612764,2014,1610612740,85.0,92.0,0
513,2015-01-05,1610612750,1610612743,2014,1610612750,101.0,110.0,0
514,2015-01-05,1610612763,1610612752,2014,1610612763,105.0,83.0,1
515,2015-01-05,1610612741,1610612745,2014,1610612741,114.0,105.0,1
516,2015-01-05,1610612751,1610612742,2014,1610612751,88.0,96.0,0
517,2015-01-05,1610612738,1610612766,2014,1610612738,95.0,104.0,0
518,2015-01-05,1610612755,1610612739,2014,1610612755,95.0,92.0,1
519,2015-01-06,1610612759,1610612765,2014,1610612759,104.0,105.0,0
520,2015-01-06,1610612749,1610612756,2014,1610612749,96.0,102.0,0
521,2015-01-07,1610612746,1610612747,2014,1610612746,114.0,89.0,1
522,2015-01-07,1610612744,1610612754,2014,1610612744,117.0,102.0,1
523,2015-01-07,1610612758,1610612760,2014,1610612758,104.0,83.0,1
524,2015-01-07,1610612750,1610612756,2014,1610612750,111.0,113.0,0
525,2015-01-07,1610612743,1610612753,2014,1610612743,93.0,90.0,1
526,2015-01-07,1610612742,1610612765,2014,1610612742,95.0,108.0,0
527,2015-01-07,1610612741,1610612762,2014,1610612741,77.0,97.0,0
528,2015-01-07,1610612751,1610612738,2014,1610612751,81.0,89.0,0
529,2015-01-07,1610612737,1610612763,2014,1610612737,96.0,86.0,1
530,2015-01-07,1610612764,1610612752,2014,1610612764,101.0,91.0,1
531,2015-01-07,1610612755,1610612749,2014,1610612755,77.0,97.0,0
532,2015-01-07,1610612739,1610612745,2014,1610612739,93.0,105.0,0
533,2015-01-07,1610612766,1610612740,2014,1610612766,98.0,94.0,1
534,2015-01-08,1610612757,1610612748,2014,1610612757,99.0,83.0,1
535,2015-01-08,1610612752,1610612745,2014,1610612752,96.0,120.0,0
536,2015-01-08,1610612761,1610612766,2014,1610612761,95.0,103.0,0
537,2015-01-09,1610612747,1610612753,2014,1610612747,101.0,84.0,1
538,2015-01-09,1610612744,1610612739,2014,1610612744,112.0,94.0,1
539,2015-01-09,1610612758,1610612743,2014,1610612758,108.0,118.0,0
540,2015-01-09,1610612759,1610612756,2014,1610612759,100.0,95.0,1
541,2015-01-09,1610612749,1610612750,2014,1610612749,98.0,84.0,1
542,2015-01-09,1610612764,1610612741,2014,1610612764,102.0,86.0,1
543,2015-01-09,1610612760,1610612762,2014,1610612760,99.0,94.0,1
544,2015-01-09,1610612740,1610612763,2014,1610612740,106.0,95.0,1
545,2015-01-09,1610612765,1610612737,2014,1610612765,103.0,106.0,0
546,2015-01-09,1610612751,1610612755,2014,1610612751,88.0,90.0,0
547,2015-01-09,1610612754,1610612738,2014,1610612754,107.0,103.0,1
548,2015-01-10,1610612757,1610612753,2014,1610612757,103.0,92.0,1
549,2015-01-10,1610612750,1610612759,2014,1610612750,93.0,108.0,0
550,2015-01-10,1610612745,1610612762,2014,1610612745,97.0,82.0,1
551,2015-01-10,1610612741,1610612749,2014,1610612741,95.0,87.0,1
552,2015-01-10,1610612761,1610612738,2014,1610612761,109.0,96.0,1
553,2015-01-10,1610612755,1610612754,2014,1610612755,93.0,92.0,1
554,2015-01-10,1610612765,1610612751,2014,1610612765,98.0,93.0,1
555,2015-01-10,1610612746,1610612742,2014,1610612746,120.0,100.0,1
556,2015-01-10,1610612752,1610612766,2014,1610612752,82.0,110.0,0
557,2015-01-11,1610612747,1610612757,2014,1610612747,94.0,106.0,0
558,2015-01-11,1610612758,1610612739,2014,1610612758,103.0,84.0,1
559,2015-01-11,1610612763,1610612756,2014,1610612763,122.0,110.0,1
560,2015-01-11,1610612746,1610612748,2014,1610612746,90.0,104.0,0
561,2015-01-11,1610612737,1610612764,2014,1610612737,120.0,89.0,1
562,2015-01-12,1610612741,1610612753,2014,1610612741,114.0,121.0,0
563,2015-01-12,1610612761,1610612765,2014,1610612761,111.0,114.0,0
564,2015-01-12,1610612751,1610612745,2014,1610612751,99.0,113.0,0
565,2015-01-12,1610612738,1610612740,2014,1610612738,108.0,100.0,1
566,2015-01-13,1610612747,1610612748,2014,1610612747,75.0,78.0,0
567,2015-01-13,1610612758,1610612742,2014,1610612758,104.0,108.0,0
568,2015-01-13,1610612762,1610612744,2014,1610612762,105.0,116.0,0
569,2015-01-13,1610612756,1610612739,2014,1610612756,107.0,100.0,1
570,2015-01-13,1610612764,1610612759,2014,1610612764,101.0,93.0,1
571,2015-01-13,1610612755,1610612737,2014,1610612755,87.0,105.0,0
572,2015-01-13,1610612754,1610612750,2014,1610612754,101.0,110.0,0
573,2015-01-14,1610612757,1610612746,2014,1610612757,94.0,100.0,0
574,2015-01-14,1610612744,1610612748,2014,1610612744,104.0,89.0,1
575,2015-01-14,1610612743,1610612742,2014,1610612743,114.0,107.0,1
576,2015-01-14,1610612738,1610612737,2014,1610612738,91.0,105.0,0
577,2015-01-14,1610612741,1610612764,2014,1610612741,99.0,105.0,0
578,2015-01-14,1610612761,1610612755,2014,1610612761,100.0,84.0,1
579,2015-01-14,1610612765,1610612740,2014,1610612765,94.0,105.0,0
580,2015-01-14,1610612751,1610612763,2014,1610612751,92.0,103.0,0
581,2015-01-14,1610612753,1610612745,2014,1610612753,120.0,113.0,1
582,2015-01-14,1610612766,1610612759,2014,1610612766,93.0,98.0,0
583,2015-01-15,1610612747,1610612739,2014,1610612747,102.0,109.0,0
584,2015-01-15,1610612745,1610612760,2014,1610612745,112.0,101.0,1
585,2015-01-15,1610612749,1610612752,2014,1610612749,95.0,79.0,1
586,2015-01-16,1610612746,1610612739,2014,1610612746,121.0,126.0,0
587,2015-01-16,1610612758,1610612748,2014,1610612758,83.0,95.0,0
588,2015-01-16,1610612762,1610612747,2014,1610612762,94.0,85.0,1
589,2015-01-16,1610612756,1610612750,2014,1610612756,110.0,99.0,1
590,2015-01-16,1610612759,1610612757,2014,1610612759,110.0,96.0,1
591,2015-01-16,1610612742,1610612743,2014,1610612742,97.0,89.0,1
592,2015-01-16,1610612760,1610612744,2014,1610612760,127.0,115.0,1
593,2015-01-16,1610612761,1610612737,2014,1610612761,89.0,110.0,0
594,2015-01-16,1610612738,1610612741,2014,1610612738,103.0,119.0,0
595,2015-01-16,1610612764,1610612751,2014,1610612764,80.0,102.0,0
596,2015-01-16,1610612755,1610612740,2014,1610612755,96.0,81.0,1
597,2015-01-16,1610612753,1610612763,2014,1610612753,96.0,106.0,0
598,2015-01-16,1610612754,1610612765,2014,1610612754,96.0,98.0,0
599,2015-01-17,1610612758,1610612746,2014,1610612758,108.0,117.0,0
600,2015-01-17,1610612743,1610612750,2014,1610612743,105.0,113.0,0
601,2015-01-17,1610612763,1610612757,2014,1610612763,102.0,98.0,1
602,2015-01-17,1610612751,1610612764,2014,1610612751,90.0,99.0,0
603,2015-01-17,1610612745,1610612744,2014,1610612745,106.0,131.0,0
604,2015-01-17,1610612741,1610612737,2014,1610612741,99.0,107.0,0
605,2015-01-17,1610612765,1610612755,2014,1610612765,107.0,89.0,1
606,2015-01-17,1610612766,1610612754,2014,1610612766,80.0,71.0,1
607,2015-01-18,1610612759,1610612762,2014,1610612759,89.0,69.0,1
608,2015-01-18,1610612753,1610612760,2014,1610612753,99.0,127.0,0
609,2015-01-18,1610612761,1610612740,2014,1610612761,93.0,95.0,0
610,2015-01-19,1610612756,1610612747,2014,1610612756,115.0,100.0,1
611,2015-01-19,1610612757,1610612758,2014,1610612757,98.0,94.0,1
612,2015-01-19,1610612749,1610612761,2014,1610612749,89.0,92.0,0
613,2015-01-19,1610612739,1610612741,2014,1610612739,108.0,94.0,1
614,2015-01-19,1610612752,1610612740,2014,1610612752,99.0,92.0,1
615,2015-01-19,1610612745,1610612754,2014,1610612745,110.0,98.0,1
616,2015-01-19,1610612763,1610612742,2014,1610612763,95.0,103.0,0
617,2015-01-19,1610612744,1610612743,2014,1610612744,122.0,79.0,1
618,2015-01-19,1610612746,1610612738,2014,1610612746,102.0,93.0,1
619,2015-01-19,1610612737,1610612765,2014,1610612737,93.0,82.0,1
620,2015-01-19,1610612764,1610612755,2014,1610612764,111.0,76.0,1
621,2015-01-19,1610612766,1610612750,2014,1610612766,105.0,80.0,1
622,2015-01-20,1610612743,1610612759,2014,1610612743,99.0,109.0,0
623,2015-01-20,1610612748,1610612760,2014,1610612748,86.0,94.0,0
624,2015-01-21,1610612744,1610612745,2014,1610612744,126.0,113.0,1
625,2015-01-21,1610612758,1610612751,2014,1610612758,100.0,103.0,0
626,2015-01-21,1610612756,1610612757,2014,1610612756,118.0,113.0,1
627,2015-01-21,1610612764,1610612760,2014,1610612764,103.0,105.0,0
628,2015-01-21,1610612740,1610612747,2014,1610612740,96.0,80.0,1
629,2015-01-21,1610612750,1610612742,2014,1610612750,75.0,98.0,0
630,2015-01-21,1610612763,1610612761,2014,1610612763,92.0,86.0,1
631,2015-01-21,1610612765,1610612753,2014,1610612765,128.0,118.0,1
632,2015-01-21,1610612737,1610612754,2014,1610612737,110.0,91.0,1
633,2015-01-21,1610612755,1610612752,2014,1610612755,91.0,98.0,0
634,2015-01-21,1610612739,1610612762,2014,1610612739,106.0,92.0,1
635,2015-01-21,1610612766,1610612748,2014,1610612766,78.0,76.0,1
636,2015-01-22,1610612746,1610612751,2014,1610612746,123.0,84.0,1
637,2015-01-22,1610612757,1610612738,2014,1610612757,89.0,90.0,0
638,2015-01-22,1610612749,1610612762,2014,1610612749,99.0,101.0,0
639,2015-01-22,1610612741,1610612759,2014,1610612741,104.0,81.0,1
640,2015-01-23,1610612744,1610612758,2014,1610612744,126.0,101.0,1
641,2015-01-23,1610612756,1610612745,2014,1610612756,111.0,113.0,0
642,2015-01-23,1610612743,1610612738,2014,1610612743,99.0,100.0,0
643,2015-01-23,1610612759,1610612747,2014,1610612759,99.0,85.0,1
644,2015-01-23,1610612750,1610612740,2014,1610612750,84.0,92.0,0
645,2015-01-23,1610612742,1610612741,2014,1610612742,98.0,102.0,0
646,2015-01-23,1610612752,1610612753,2014,1610612752,113.0,106.0,1
647,2015-01-23,1610612748,1610612754,2014,1610612748,89.0,87.0,1
648,2015-01-23,1610612739,1610612766,2014,1610612739,129.0,90.0,1
649,2015-01-23,1610612737,1610612760,2014,1610612737,103.0,93.0,1
650,2015-01-23,1610612755,1610612761,2014,1610612755,86.0,91.0,0
651,2015-01-24,1610612757,1610612764,2014,1610612757,103.0,96.0,1
652,2015-01-24,1610612762,1610612751,2014,1610612762,108.0,73.0,1
653,2015-01-24,1610612763,1610612755,2014,1610612763,101.0,83.0,1
654,2015-01-24,1610612749,1610612765,2014,1610612749,101.0,86.0,1
655,2015-01-24,1610612766,1610612752,2014,1610612766,76.0,71.0,1
656,2015-01-25,1610612747,1610612745,2014,1610612747,87.0,99.0,0
657,2015-01-25,1610612743,1610612764,2014,1610612743,115.0,117.0,0
658,2015-01-25,1610612744,1610612738,2014,1610612744,114.0,111.0,1
659,2015-01-25,1610612761,1610612765,2014,1610612761,114.0,110.0,1
660,2015-01-25,1610612759,1610612749,2014,1610612759,101.0,95.0,1
661,2015-01-25,1610612753,1610612754,2014,1610612753,99.0,106.0,0
662,2015-01-25,1610612737,1610612750,2014,1610612737,112.0,100.0,1
663,2015-01-25,1610612740,1610612742,2014,1610612740,109.0,106.0,1
664,2015-01-25,1610612756,1610612746,2014,1610612756,100.0,120.0,0
665,2015-01-25,1610612739,1610612760,2014,1610612739,108.0,98.0,1
666,2015-01-25,1610612741,1610612748,2014,1610612741,84.0,96.0,0
667,2015-01-26,1610612746,1610612743,2014,1610612746,102.0,98.0,1
668,2015-01-26,1610612762,1610612738,2014,1610612762,90.0,99.0,0
669,2015-01-26,1610612760,1610612750,2014,1610612760,92.0,84.0,1
670,2015-01-26,1610612740,1610612755,2014,1610612740,99.0,74.0,1
671,2015-01-26,1610612763,1610612753,2014,1610612763,103.0,94.0,1
672,2015-01-27,1610612747,1610612764,2014,1610612747,92.0,98.0,0
673,2015-01-27,1610612744,1610612741,2014,1610612744,111.0,113.0,0
674,2015-01-27,1610612742,1610612763,2014,1610612742,90.0,109.0,0
675,2015-01-27,1610612748,1610612749,2014,1610612748,102.0,109.0,0
676,2015-01-27,1610612765,1610612739,2014,1610612765,95.0,103.0,0
677,2015-01-27,1610612754,1610612761,2014,1610612754,91.0,104.0,0
678,2015-01-28,1610612756,1610612764,2014,1610612756,106.0,98.0,1
679,2015-01-28,1610612762,1610612746,2014,1610612762,89.0,94.0,0
680,2015-01-28,1610612759,1610612766,2014,1610612759,95.0,86.0,1
681,2015-01-28,1610612752,1610612760,2014,1610612752,100.0,92.0,1
682,2015-01-28,1610612740,1610612743,2014,1610612740,85.0,93.0,0
683,2015-01-28,1610612750,1610612738,2014,1610612750,110.0,98.0,1
684,2015-01-28,1610612745,1610612742,2014,1610612745,99.0,94.0,1
685,2015-01-28,1610612737,1610612751,2014,1610612737,113.0,102.0,1
686,2015-01-28,1610612761,1610612758,2014,1610612761,119.0,102.0,1
687,2015-01-28,1610612755,1610612765,2014,1610612755,89.0,69.0,1
688,2015-01-28,1610612739,1610612757,2014,1610612739,99.0,94.0,1
689,2015-01-29,1610612747,1610612741,2014,1610612747,123.0,118.0,1
690,2015-01-29,1610612763,1610612743,2014,1610612763,99.0,69.0,1
691,2015-01-29,1610612754,1610612752,2014,1610612754,103.0,82.0,1
692,2015-01-29,1610612753,1610612749,2014,1610612753,100.0,115.0,0
693,2015-01-30,1610612756,1610612741,2014,1610612756,99.0,93.0,1
694,2015-01-30,1610612762,1610612744,2014,1610612762,110.0,100.0,1
695,2015-01-30,1610612748,1610612742,2014,1610612748,72.0,93.0,0
696,2015-01-30,1610612740,1610612746,2014,1610612740,108.0,103.0,1
697,2015-01-30,1610612739,1610612758,2014,1610612739,101.0,90.0,1
698,2015-01-30,1610612751,1610612761,2014,1610612751,122.0,127.0,0
699,2015-01-30,1610612738,1610612745,2014,1610612738,87.0,93.0,0
700,2015-01-30,1610612737,1610612757,2014,1610612737,105.0,99.0,1
701,2015-01-30,1610612755,1610612750,2014,1610612755,103.0,94.0,1
702,2015-01-31,1610612744,1610612756,2014,1610612744,106.0,87.0,1
703,2015-01-31,1610612759,1610612746,2014,1610612759,85.0,105.0,0
704,2015-01-31,1610612743,1610612766,2014,1610612743,86.0,104.0,0
705,2015-01-31,1610612749,1610612757,2014,1610612749,95.0,88.0,1
706,2015-01-31,1610612750,1610612739,2014,1610612750,90.0,106.0,0
707,2015-01-31,1610612763,1610612760,2014,1610612763,85.0,74.0,1
708,2015-01-31,1610612765,1610612745,2014,1610612765,114.0,101.0,1
709,2015-01-31,1610612737,1610612755,2014,1610612737,91.0,85.0,1
710,2015-01-31,1610612764,1610612761,2014,1610612764,116.0,120.0,0
711,2015-01-31,1610612753,1610612742,2014,1610612753,93.0,108.0,0
712,2015-01-31,1610612754,1610612758,2014,1610612754,94.0,99.0,0
713,2015-02-01,1610612752,1610612747,2014,1610612752,92.0,80.0,1
714,2015-02-01,1610612738,1610612748,2014,1610612738,75.0,83.0,0
715,2015-02-02,1610612756,1610612763,2014,1610612756,101.0,102.0,0
716,2015-02-02,1610612742,1610612750,2014,1610612742,100.0,94.0,1
717,2015-02-02,1610612760,1610612753,2014,1610612760,104.0,97.0,1
718,2015-02-02,1610612740,1610612737,2014,1610612740,115.0,100.0,1
719,2015-02-02,1610612761,1610612749,2014,1610612761,75.0,82.0,0
720,2015-02-02,1610612751,1610612746,2014,1610612751,102.0,100.0,1
721,2015-02-02,1610612764,1610612766,2014,1610612764,88.0,92.0,0
722,2015-02-02,1610612739,1610612755,2014,1610612739,97.0,84.0,1
723,2015-02-03,1610612758,1610612744,2014,1610612758,96.0,121.0,0
724,2015-02-03,1610612757,1610612762,2014,1610612757,103.0,102.0,1
725,2015-02-03,1610612752,1610612738,2014,1610612752,97.0,108.0,0
726,2015-02-03,1610612765,1610612748,2014,1610612765,108.0,91.0,1
727,2015-02-03,1610612755,1610612743,2014,1610612755,105.0,98.0,1
728,2015-02-04,1610612744,1610612742,2014,1610612744,128.0,114.0,1
729,2015-02-04,1610612762,1610612763,2014,1610612762,90.0,100.0,0
730,2015-02-04,1610612759,1610612753,2014,1610612759,110.0,103.0,1
731,2015-02-04,1610612740,1610612760,2014,1610612740,91.0,102.0,0
732,2015-02-04,1610612750,1610612748,2014,1610612750,102.0,101.0,1
733,2015-02-04,1610612749,1610612747,2014,1610612749,113.0,105.0,1
734,2015-02-04,1610612745,1610612741,2014,1610612745,101.0,90.0,1
735,2015-02-04,1610612761,1610612751,2014,1610612761,93.0,109.0,0
736,2015-02-04,1610612738,1610612743,2014,1610612738,104.0,100.0,1
737,2015-02-04,1610612737,1610612764,2014,1610612737,105.0,96.0,1
738,2015-02-04,1610612754,1610612765,2014,1610612754,114.0,109.0,1
739,2015-02-05,1610612757,1610612756,2014,1610612757,108.0,87.0,1
740,2015-02-05,1610612758,1610612742,2014,1610612758,78.0,101.0,0
741,2015-02-05,1610612739,1610612746,2014,1610612739,105.0,94.0,1
742,2015-02-05,1610612766,1610612764,2014,1610612766,94.0,87.0,1
743,2015-02-06,1610612759,1610612748,2014,1610612759,98.0,85.0,1
744,2015-02-06,1610612756,1610612762,2014,1610612756,100.0,93.0,1
