,Unnamed: 0,DATE,1610612739,1610612744,1610612745,1610612737,1610612764,1610612763,1610612741,1610612746,1610612751,1610612749,1610612759,1610612757,1610612738,1610612742,1610612740,1610612761,1610612750,1610612752,1610612755,1610612747,1610612754,1610612756,1610612766,1610612748,1610612760,1610612762,1610612758,1610612765,1610612743,1610612753
9,9,2014-11-06,1438.9974330699308,1610.5650514888564,,1485.5452125436075,1544.8796282948924,1606.5622370220349,1567.9637051217708,1605.43068951576,1527.3884385548731,1298.8495681328486,1666.3269595906033,,1385.2353838777353,,,1573.2521078732518,1503.122509886259,1445.9435061421348,1292.675105741439,,1566.5099139140636,1528.9412714600448,1506.1189925063768,1585.973906073392,,1397.4007216894058,1447.951448330246,1395.811544512543,1443.1194136549116,1342.7564851892555
10,10,2014-11-07,,,1652.6671403151665,,,,,,,,1655.46826218014,1601.6808142191032,,1560.1583237946525,,,,,,,,,,,,,,,,
11,11,2014-11-08,1452.7059490488116,,,1482.1481277002774,1535.6121673157973,1613.096551506528,1570.5835782781548,,1532.394058288154,1296.4979340683628,,,1392.5885526632633,1574.288549621623,,1582.519568852347,1491.1353758113694,1440.937886408854,1290.055232585055,,1559.1567451285357,1520.588316649391,1509.5160773497068,,1590.4443037369538,1383.2704958624354,1456.3044031409,1398.1631785770287,1429.4108976760308,1354.743619264145
12,12,2014-11-09,,1627.8045140015847,1635.4276778024382,1486.7934812147132,1548.1340116253655,1605.5013295686292,1555.5232402358079,1609.576592684365,,1304.0931560062616,1646.4129599492585,1597.534911050498,1407.6488907056103,,1463.1060781903402,,1486.7232141050326,1436.2925328944182,,,1546.6349008189675,,,1590.3860677797288,,,,,,
13,13,2014-11-10,,1615.8576821507288,,,,,,,1534.8935429822882,,,1601.610338429423,,1561.3824612124222,,1585.8182237638675,,,1286.7565776735344,1381.1297995992586,,1532.5351485002468,1493.7980684648473,1603.2921561889295,1593.5983234785865,1389.1420118150072,1453.1503833992672,1392.2916626244569,1425.3354702971058,1352.2441345700108
14,14,2014-11-11,1458.5752899990962,,,1495.9844506535183,,,1558.8006249047537,1601.717849144777,,,1654.2717034888467,,,,1457.2367372400556,,,1427.1015634556131,,,1550.014804701197,,,,,1385.7621079327778,,1389.014277955511,,
15,15,2014-11-12,,1600.7091006078167,,,,1606.9972264156945,,,,1318.938471449525,1669.4202850317588,1603.533891595899,,1564.989170876187,,1587.0946051906242,,,,1379.6339027521933,,,1491.8745152983715,,1578.753008035323,,1449.5436737355024,,,1350.9677531432542
16,16,2014-11-13,,,1645.0676891400321,1498.1828059246861,1550.0584088549456,,,,1528.7783925506712,,,1614.2676834880415,1397.4813128979577,,1461.1344270811023,,1477.0832027674387,1418.8474024651357,,1375.7362129111466,1562.4824156233476,1538.6502989318637,,1590.8245452667788,1588.9205858429757,1383.56375266161,,1387.089880725931,1414.6016784049632,1359.2219141337316
17,17,2014-11-14,,1605.0345754410605,,,,1608.2381395590312,1571.4881793945622,,1524.4529177174275,,,,,1570.2071199074414,,1574.4070507008157,,,1281.53862864228,,,,,,,,1448.3027605921657,,,
18,18,2014-11-15,1463.21225855099,,1645.4502356549522,1508.897923007314,,,,,,1311.1417003970253,1674.660089277714,,1392.8443443460637,,1483.2695494827412,,1454.9480803657998,1411.4199146684878,1281.15608212736,1370.4964086651914,1528.3874843319259,1524.2584799113488,1506.2663343188865,1580.109428184151,1570.0581003252332,1390.9912404582578,,1405.9523662436734,1448.696609696385,1367.0186851862313
19,19,2014-11-16,1482.1937448198694,1613.025789653616,,1489.9164367384346,1551.9396442194527,1610.2610131301278,1556.208269385596,1607.3986642339275,1519.9280735731597,,1666.2736346570043,1618.7925276323092,,1575.1355517822149,,1578.4701161803278,1450.0196484910264,,,,1543.667394340892,1518.5776648221981,1498.275120106331,,,1386.9281749787458,1456.6892152128753,1403.9294926725768,,1365.1374498217242
20,20,2014-11-17,,1622.325919447574,1652.3577773982245,,,,,,,1332.4642980952785,,,,,,,,1422.4159260776132,,1361.1962788712333,,,,1558.7868304858978,1563.150558581961,,,,1437.7005982872595,
21,21,2014-11-18,1466.8572487175634,,1636.6248732128925,,,1625.9939173154598,1578.7523682694764,1584.854565350047,1505.5623417742115,,1667.8682609071936,1622.14946973399,1387.1056844760017,1597.1502413418273,1479.9126073810605,,,,1279.5614558771706,,,1524.3163246922602,1476.2604305467187,1573.152562284846,,,,1383.970698141995,1453.0370943895655,1385.096244352306
22,22,2014-11-19,,,,1476.331018212119,,,,,,1338.5568310973624,,,,,1489.9429125973957,,,1416.3233930755293,,1374.781697397549,,,,,1544.1836579997607,1405.895075560946,1446.6589099965402,,,
23,23,2014-11-20,1463.6509759816631,,1617.269614846058,,1545.1782814259577,1620.834185259872,,1597.2803679957124,1492.3243726494793,1351.7948002220946,1671.074533643094,,1397.8133611105154,1603.9116041353222,,1583.6298482359157,1458.060451794042,1408.2825897725138,1268.8537792426569,1394.1369557643834,1546.0207913019235,1528.455988164507,1473.9070335856873,,1536.0428821625242,,,1379.831034669748,1461.177870226802,1372.6704417066408
24,24,2014-11-21,,,,,,,1563.661320329415,1616.2266236217547,,,,,,,,,,,,,,,,1554.2063066588037,,,1461.7499579366015,,,
25,25,2014-11-22,1458.0832983694868,1625.0490143054158,,1480.7063965997565,1550.745959038134,1623.9714388694972,1555.9156224198407,,1499.9217679358428,1346.0834521599756,1684.4904106668955,1629.8951676435643,1394.67610750089,1609.4382577535066,1477.5793916808161,1589.3411962980347,1444.6445747702403,,1258.879737538383,1388.610302146199,,1538.4300298687808,1461.1402089741653,,1528.4454868761607,1403.1719807031043,,1375.4556562821106,1473.5413911433816,1385.4372663181628
26,26,2014-11-23,1445.0753572288634,,1620.8683121049414,,1557.9351070925884,,,,1496.8370659486889,1338.8943041055213,1687.5751126540495,,,1605.8395604946231,1490.332303784891,1602.349137438658,1429.2635827643421,1411.1923885005792,1255.9699388103177,,1520.3171219330982,1564.1336992376062,,1560.6223366273348,,1390.4190685990293,1477.1309499424997,,,1379.0212363496316
27,27,2014-11-24,,1632.1745451883598,,,,1633.0245025575464,,1607.1735599337055,,,,1634.2866122493815,1390.2846628950729,,,,,,,1379.7257853313358,,,1459.4615359833729,1562.3010096181272,1521.3199559932166,,,,1482.4259079582448,
28,28,2014-11-25,1456.3119296392942,,1622.4924078584759,,,,1559.651500793433,1621.2702490018316,,,,1637.1331425314272,,1586.5936407971124,,1605.8907882395238,,1409.5682927470448,1253.123408528272,,1539.563041630609,1560.5920484367405,1445.3648469152467,,,1386.683190225437,,,,1367.7846639392008
29,29,2014-11-26,,1648.4819696402558,,1491.5393133735056,1547.1021903188393,,1553.1924466580276,,,1347.9686210926761,,,,,1475.3297140782747,,,,,,,,,1545.9935851662312,,,1492.133539649116,1366.3813392949558,1488.88496209365,
30,30,2014-11-27,1475.3667270878555,1654.6249922687211,1626.8339134556343,1481.1023631701364,1528.0473928702781,1637.0563005573733,,1625.2714573339192,1501.7916491310837,1373.3088726649544,1690.0717317788942,1643.407925276668,,1588.9175198741075,,1616.327738442893,1403.9233311920639,1407.2444136700497,1248.1688253458772,1375.6939873315089,1537.0664225057642,1564.922264748584,1439.090064170006,,1525.9847944374885,1382.0183517811652,1487.7920340519577,1362.3801309628682,1484.5547457818066,1361.6416413107354
31,31,2014-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,2014-11-29,,1659.0003842400547,1606.3590340351784,1487.4260260436272,,1654.424511172493,1559.7675022868727,1645.746336754375,,1392.2439427953109,1692.2549518209348,1626.0397146615483,1383.7096072662277,1598.4322993222283,1469.006051204784,1606.812958994772,1409.084870442929,1399.6191972033157,,1370.5324480806437,1540.8179718537126,1547.1122794114342,1434.7146721986724,,1533.6100109042225,,1485.608814009917,1343.4450608325117,1502.3647311189563,1357.890091962787
33,33,2014-11-30,1485.567699176254,,1614.4071977733051,1498.858385276847,1530.8830153231027,,,1652.7172371088886,,1384.1957790571842,,,,1601.1161650181607,1466.1704287519594,,,,1245.4849596499448,,1530.616999765314,,1423.2823129654525,,,1375.0474514266516,,,,
34,34,2014-12-01,,1663.2133679082124,,,,1663.2971807067038,1577.42490948328,,1484.1342419346763,,1699.1996588551226,1628.889767079436,1376.76490023204,,,1593.8460352648995,1406.2348180250412,1392.583727749802,,1383.4993718105163,,1534.8796968136503,,1553.029054619745,,,1476.7361444757064,1339.232077164354,,1370.1226745605709
35,35,2014-12-02,,,,,1543.3206126988825,,,1656.4156728965086,,,1700.5914576853872,,,,,,1402.5363822374213,,1244.0931608196802,,,,,1540.5914572439651,,1370.6899418424603,,,1506.7222407031477,
36,36,2014-12-03,1487.8674550254746,1663.7929924803395,,1501.197762051907,,,1570.1837192968815,,1491.3917877326157,1381.8960232079637,,1633.3349297984219,1374.42552345698,1608.3573552045593,1474.192382882951,1602.3620193782974,,1385.3261819518625,,1396.088740883137,1521.036837940463,1544.4598586385011,,,1525.5880567732308,,1468.2201603623084,1326.6427080917333,1502.277077984162,1369.5430499884437
37,37,2014-12-04,,,1622.392841352955,1517.3276429041898,1547.8784611751062,1655.311537127054,1577.2042490953206,1659.5080387005323,1498.2974892676482,1379.0382420480294,1693.6857561503548,,1378.928747936031,1611.2151363644937,,1611.4889048392733,1383.862924831312,,1262.7666182257894,1391.5308924069134,,,1416.2617831670134,1524.4615763916822,,1361.5630563814843,,1322.1394836126824,,1366.45068418442
38,38,2014-12-05,1493.4059210498485,1669.0176510220724,,,,,,,,,,1636.343436577655,,,1468.9677243412182,,,1379.7877159274885,,,1518.02833116123,,,,,,,,,
39,39,2014-12-06,1517.6553538114106,,1625.0947027490845,1541.0700910066637,1559.7041723618217,1645.750047498693,,,1474.5550411651743,1400.8747599728656,1703.2472457787158,,1389.2460624234416,1591.7961269003079,,1587.2394720777113,1381.1610634351825,1377.5057170829211,1256.9714336870766,1381.2135779195028,1514.6999474439524,1563.878868102687,1418.5437820115808,1502.625058466846,1531.3832413119437,1351.9115009226953,1471.548544079586,,1490.4513667974463,1376.102239643209
40,40,2014-12-07,,1679.7096715784476,1628.6268645870136,,,,1566.5122285389455,1663.7104753096876,,,1705.3661109340765,,,,1464.765287732063,,1379.0421982798218,,1270.954931246167,,,1560.3467062647578,,,,,1454.1280070529442,1308.155986053592,,1393.5227766698508
41,41,2014-12-08,,,,1547.2152956712991,1548.1576186445388,1650.4081323286134,,,,1396.2489476853145,,1639.554375707562,1400.7926161407245,1596.421939187859,1480.3102347721112,,,1374.294777953014,,1365.6686308794544,,,,1497.9669736369256,1534.2838312368083,,,1305.2553961287274,1484.3061621328109,
42,42,2014-12-09,1538.9784467904435,1685.513497031472,,1564.9269518832962,1549.4670964946395,,,1665.3564286379753,1453.2319481861414,,,,1399.4831382906239,,,1590.1115175074608,1373.2383728267973,,,,1496.9882912319554,1558.70075293647,,,,1347.9245129311757,1458.1149950444637,,1481.4341167030614,
43,43,2014-12-10,1544.2144177758369,,,,,1655.4666195677923,,,,1392.0787095462474,1692.3857119455845,1643.5932562429887,,1591.36345194868,1484.734196250024,1584.8755465220675,,1369.8708164751013,,1371.1048700528759,,1545.9915059609525,,1510.676220612443,1538.4540693758754,1360.9049119196677,1452.6787558710423,1301.2165155933008,,
44,44,2014-12-11,,1691.4770496617787,1622.663311956707,1566.9326827502791,1553.3536417953903,,1573.933766370585,1671.7832642818762,1445.8104103545018,,1693.9381489119528,1628.3039797251313,1393.5274887149974,1594.1819771870914,1481.9156710116126,,1388.5276493446547,1368.318379508733,1268.949200379184,,1490.5614555880545,,1424.4994315872073,1498.2878119676607,,,,,1493.8225253478438,1389.6362313691
45,45,2014-12-12,1537.5596418186008,,1627.4620372283705,,,,,,,,,,,,,,,,,,,,,,1545.1088453331115,,1447.8800305993789,,,
46,46,2014-12-13,1531.626396899165,,,1569.0655653911915,1563.0571769011556,1657.0503826186568,1582.0984783532913,1662.079729176111,1450.021327808792,,1680.5117594245726,1620.139267742425,1381.96448640635,,1487.8489159310484,1589.8359383508043,1375.8455767448293,1379.8813818173803,1264.7382829248938,1384.531259540256,1485.6010637593176,1534.259404120304,1422.9156685363428,1504.388450482511,1557.790917932937,1354.8042734048174,,1312.9486174339493,,1387.5033487281876
47,47,2014-12-14,,1699.9736959799977,1631.5149047576951,1563.7446630132326,,1658.838349620162,,1650.239476419062,1475.984572500246,1403.9189623032964,,1629.2371706392503,,1585.6853308688724,,,,,1262.9503159233886,,1476.5031608624925,,1396.9524238448887,,,,1434.1092425142315,1326.7194055190967,1489.7696578185191,1392.8242511061464
48,48,2014-12-15,,1704.856128418299,,,1565.3214280895697,,1598.5990006735424,,,,1686.8146982471565,,,,1482.966483492747,1594.3229597018324,1365.3600596181361,1375.3943604663523,,1395.0167766669492,,1523.0960384283599,,1487.8879281622599,1568.954283624881,1352.5400222164033,,,1483.4667189959353,
49,49,2014-12-16,1534.9983291171122,,,1570.2587372395135,,,1592.0849264472615,1652.340521439608,,1413.051348338858,1676.4039307588878,1639.647938127519,1396.1465671953604,,,1597.2820506068338,,,1248.7682351343783,1387.832147855451,1483.6877896739907,1513.9636523927984,1393.5804916269415,,,,,1324.6183604985506,,1389.865160201145
50,50,2014-12-17,,1698.0346558569204,,,1568.454116150144,1665.6598221815407,,,1467.4915198877543,,,,,1596.1135820585662,1486.182402959077,,1362.2273715575618,1364.9661092766585,,,,,,1496.3809807747516,1579.1433450012032,1349.3241027500733,1423.9201811379094,,,
51,51,2014-12-18,1508.3553293412938,,1636.7682546431058,1596.901737015332,,1671.4622166872878,,1653.7372295349667,1462.4953594948297,1411.2853342508631,1670.6015362531407,1641.4139522155137,1405.6408148815513,1601.3707098923337,,1602.2782109997584,,,,,1482.291081578632,1520.4823388980385,1387.0618051217014,1465.7937683794905,,1379.9113151453344,,1319.361232664783,1478.2133691105246,1380.3709125149542
52,52,2014-12-19,,1700.68125773187,1617.0739485278073,,,,1593.7034215272126,,,1417.1192131671357,,,,,1505.8767090743756,,,1363.3476141967074,,,,,,,1576.4967431262537,,1418.0863022216367,,,
53,53,2014-12-20,1511.7716820620858,,,,1573.2388001074014,1658.1996860233996,1606.9659521911008,1646.5136984167632,1459.0790067740377,,1654.9123730408899,1657.1031154277646,1413.3234726324742,,,1606.9613655991752,1354.5447138066388,,1235.6126608030622,1385.000734621584,,,1400.2173794530174,1461.0090844222332,1579.3281563601208,1391.6330474210497,,1314.6780780653662,1485.436900228728,1368.6491802392388
54,54,2014-12-21,,,1604.6695611663547,1609.3061243767845,,,,1647.82055331778,,1415.812358266119,1648.4477963150266,1673.2719127475348,,1607.835286618197,1489.7079117546054,,,1355.556330888197,,,1478.6163211839325,1528.273622206549,1409.9882609567364,,,1381.8621659173307,,,1489.1116606234275,
55,55,2014-12-22,1526.903972868705,,,,1554.8819915183453,1643.0673952167804,,,1461.3950415058637,,,,1405.7946520889104,,1498.2366519672546,1608.8539994603896,1348.7690445944565,1353.6636970269826,1253.3061440011213,1380.17535916084,1484.3919903961148,1546.630430795605,,1468.537904965797,1570.7994161474717,,1422.9116776823807,1312.3620433335402,,1350.9556970411797
56,56,2014-12-23,,1703.2486648440706,1616.6194759026764,1617.051523066114,,1623.7339081149948,1613.5083527391328,1642.2286072165211,,,1654.0397424162854,1661.321998011213,,1600.0898879288675,,1602.3115989123576,,,,,,,1429.21720455278,,,1401.1956530191162,1420.34427057018,,1469.882717027384,
57,57,2014-12-24,1531.5572606069957,1683.4635559110243,,1621.2076529977726,1544.3789320111114,,1624.0114122463667,1638.0724772848625,1466.7451657309693,1404.5660545742965,,1667.8684761303991,1399.8805738833073,1591.9550834699282,1489.9961712893912,,1344.115756856166,,1267.8510502793367,1399.9604680938862,1492.6324710739782,1554.7652352545442,1440.4635082446025,1453.9929986875816,1564.2529380282856,,,,1464.5325928022783,1356.8697752467829
58,58,2014-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,2014-12-26,1522.020123342537,1673.0613896867412,,,1552.024015527074,,1627.4995567033252,1648.4746435091456,,,1638.0074410352138,,,,,,,1346.01861351102,,1396.4723236369277,,,,1463.5301359520402,1580.2852394093572,,,,,
60,60,2014-12-27,1529.556961848751,,1627.6047863802692,1570.7890089309708,,1612.748597637402,,,1472.1805423281812,1454.9846986410982,1628.0573060683241,1669.1573307198832,1394.4451972860954,1593.534076807735,1499.9463062562809,,1341.7559835191014,,1266.5621956898526,1394.893330299121,1479.0253334816193,1563.3027663219473,1434.3715560390328,,1586.377191614927,,1411.806739502777,1325.969180925899,1466.8923661393428,1349.332936740569
61,61,2014-12-28,,1674.4655989599726,,1577.4226140404494,1555.7832384733288,1620.2546984057265,1630.5243885255843,1630.0596099959896,1446.0398547694729,1448.3510935316197,,,1390.6859743398406,,1496.9214744340218,1620.7266324255136,1340.35177424587,1342.2225346190398,1261.4870310313468,,1505.1660210403277,,1418.5210428818293,1456.0240351837158,,1406.270817677622,1415.6028183947572,,,1365.1834498977726
62,62,2014-12-29,1488.9091080097521,,1623.3977381292273,,,,,,,,1632.264354319366,1671.216503676318,,1598.0777595694606,,1631.1618129047047,,1340.163361662605,,1387.4585706930586,,1570.7375259280097,,,1581.8335088532012,,,1366.6170347648979,1456.4571856601517,
63,63,2014-12-30,,,1616.637836189546,,1562.54314041301,,1634.9151395368776,1631.4083567510504,1451.3119953332143,1461.5366525484449,,,,,,,,,,,1500.7752700290343,,1405.335483865004,1448.8688360850676,,1404.9220709225613,1410.3306778310157,,,1372.3386489964207
64,64,2014-12-31,1484.9244623875627,1676.3660975842909,,1581.4072596626388,1551.0544461733098,1626.6335249223591,1607.0822641466332,,1479.1448707234588,,1625.8855278027333,1675.1235699337994,,1609.5664538091607,1502.6501181548292,1627.2547466472233,1336.533167219817,,1259.5865324070285,1402.6960885014785,,1565.0088822072023,,,,1408.7406779486143,,1392.1819426112577,1441.2196678517319,1346.773741150061
65,65,2015-01-01,1464.0083180117238,,1620.2531179584346,,,,,1633.8649494899025,,1482.4527969242838,1627.662278058503,,1403.3997831889494,,1500.8733678990595,,,1337.7067689237529,,,1506.5548650580201,1561.5532777667347,1401.7202020961156,1443.0892410560818,1585.2891132936688,,1397.616868981907,,,
66,66,2015-01-02,,,,,,,1609.1473715799377,,,,,,,,,,1330.11926619136,,,,,,,,,,1404.0307700103638,,1439.1545604184273,
67,67,2015-01-03,1471.2344823443493,1685.3807717337459,1597.950108640159,1587.2086042856724,1546.2548221017885,1629.9786778339758,,,1483.417200680449,1475.2208509812338,,,1393.5225640253664,1619.4436729727438,1523.1763772173351,1618.2400724977683,,1321.2159507397946,1257.6722082872864,1399.3509355898618,1513.7868110010702,1563.4676018864768,1394.49403776349,,1590.0887373651901,1402.9393333255807,,1408.672760795216,,1342.5014111930707
68,68,2015-01-04,,,1605.7298857010742,1603.1692245223724,1541.8291310304678,1601.0934088512843,1610.718444096012,1636.0578359429758,,,1632.0879691298237,1659.1629496970995,1391.951491509292,,,,1317.295767318166,,1255.4793218342131,,,,1405.2323866600248,1435.3094639951667,,1415.7628321987747,,,1468.0398294011188,1331.763062296536
69,69,2015-01-05,1458.112084021963,,,,,,,,1478.2451754589674,1485.1550727356005,,,,1632.56607129513,,1606.4286608415944,,1311.281728985428,,1403.6098756237798,1509.5278709671522,1575.2790135426508,,1440.4814892166482,,,1393.7090311929496,1418.99449961263,,
70,70,2015-01-06,1450.2727536998686,1693.7449521911442,1599.3840540343213,1618.0349562150643,1552.896657247939,1603.6527998600272,1617.064275762765,1621.1921042502838,1470.8934258656313,,,1660.289357284041,1378.934274268016,1639.9178208884662,1512.108850999864,,1309.298233031766,1308.722337976685,1263.3186521563075,1402.4834680368383,1515.9979950620364,,1418.2496039013008,,1581.7245569077918,1409.2927081038906,,,1476.037363687519,
71,71,2015-01-07,,,,,,,,,,1477.1392647545613,1622.8295814610103,,,,,,,,,,,1583.29482152369,,,,,,1428.2528872814435,,
72,72,2015-01-08,1440.6486154348565,1697.4494230762023,1609.0081922993334,1624.520815423617,1554.868888019549,1597.1669406514745,1579.9192045464638,1625.3989459481886,1454.7779098795825,1487.4028333817005,,,1395.0497902540649,1611.9270865943624,1505.9266217699617,,1307.0194979117884,1306.7501072050748,1253.0550835291683,1398.2766263389335,1512.2935241769783,1585.5735566436674,1424.4318331312031,,1558.9710773255003,1446.4377793201918,1416.462510775241,1456.2436215755472,1477.878496647332,1329.921929336723
73,73,2015-01-09,,,1616.6342360159094,,,,,,,,,1663.3552551026874,,,,1586.8432465218818,,1299.1240634884987,,,,,1444.0172474509156,1437.4155913980019,,,,,,
74,74,2015-01-10,1437.9552732751015,1700.1427652359573,,1628.7933334527609,1565.314583190428,1586.5078357865696,1569.4735093755849,,1443.9464960995547,1490.8912538595234,1626.7882652266017,,1392.6510242788486,,1516.5857266348667,,1303.5310774339655,,1263.886497309196,1405.3779048282404,1514.6922901521946,1581.614872878076,,,1561.7057468840967,1443.7031097615954,1404.570163739516,1451.9711035464034,1489.7708436830571,1322.8206508474161
75,75,2015-01-11,,,1620.4369097218619,,,,1573.6597239714674,1635.678709434124,1439.4204370224093,1486.7050392636409,1631.738426170064,1664.5501320674246,1389.5700542830848,1601.6473231084271,,1589.9242165176456,1298.5809164905031,1281.6267152580401,1270.3615299722708,,1508.21725748912,,1461.5145956813742,,,1439.900436055643,,1456.4971626235488,,1321.625773882679
76,76,2015-01-12,1425.7899044432208,,,1639.9104967208293,1554.1974199223596,1594.0971358959664,,1607.038198785507,,,,1670.44842552442,,,,,,,,1399.479611371245,,1574.0255727686792,,1466.056102046619,,,1416.7355325713966,,,
77,77,2015-01-13,,,1629.7491032806668,,,,1552.9654987348783,,1430.1082434636044,,,,1399.5700542922868,,1506.5857266256646,1579.0201326274255,,,,,,,,,,,,1467.401246513769,,1342.319999119268
78,78,2015-01-14,1423.076949627055,1705.6955848062712,,1644.2917753078796,1562.5407344723214,,,,,,1623.3951116201022,,,1606.1502191229795,,,1320.7321915080054,,1265.9802513852205,1393.1845030443017,1486.0659824716176,1576.738527584845,,1472.3512103735623,,1434.3476164853291,1412.2326365568442,,,
79,79,2015-01-15,,1708.4163050017173,1614.9774487454026,1651.2770434459544,1572.998261311097,1602.6645334930226,1542.5079718961028,1619.8342895848712,1421.5408458665481,,1628.9187291797548,1657.6523347250557,1392.584786154212,1597.224177422574,1520.1657896210863,1580.814251073444,,,1264.186132939202,,,,1455.9909781217216,1469.6304901781161,,,,1453.8211835183472,1498.6968853834626,1357.0916536545321
80,80,2015-01-16,1433.7640143036738,,1620.7194504598797,,,,,,,1490.033511030925,,,,,,,,1278.298243490756,,1382.497438367683,,,,,1555.9637451696196,,,,,
81,81,2015-01-17,1449.0672552662973,1694.450557994395,,1670.1069062633944,1537.505296917901,1608.277977702357,1554.0973964584011,1604.5310486222477,1457.033810259744,,1638.6252023698999,1647.9458615349106,1380.9953615919137,1601.0132203330054,1498.3060407322073,1561.984388256004,1318.776081454759,,1286.045881828081,1377.3870177659755,1478.6995825411886,1578.6946376380915,,1483.1470850873902,1569.929492176942,1439.4580370870365,1398.7160416475701,1461.1875834487762,1494.9078424730312,1351.4782094451978
82,82,2015-01-18,,1715.511856108014,1599.6581523462607,1678.6586197300035,1547.9488231786843,1613.2738966556226,1545.545682991792,1610.8535153310709,1446.5902839989608,,,1642.949942581645,,,,,1338.1340310031092,,1281.79542127641,,1471.538903855022,,1463.1516568078882,,,,1392.393574938747,1465.4380440004472,1475.549892924681,
83,83,2015-01-19,,,,,,,,,,,1642.6324665254563,,,,1506.3072306666156,1553.9831983215956,,,,,,,,,1582.6903305761468,1435.45077293148,,,,1338.7173710459929
84,84,2015-01-20,1461.7628134602246,1721.0632159301597,1603.8296616845203,1681.1501107896909,1552.0512033274406,1600.183304129587,1532.8501247978647,1612.8596423844167,,1483.681690073938,,1644.1089703506268,1378.9892345385679,1614.103812859041,1493.629629079907,1560.3350192785826,1331.1491692199281,1290.9758450774646,1277.6930411276537,1374.1321008555424,1467.3673945167625,1581.9495545485247,1470.1365185910693,,,,1391.2345471697652,1462.9465529407598,1469.9985331025352,
85,85,2015-01-21,,,,,,,,,,,1650.4190919096702,,,,,,,,,,,,,1474.0525149967807,1591.7849006667564,,,,1462.2119077183213,
86,86,2015-01-22,1469.3750252667462,1725.7108104534752,1599.1820671612047,1684.7157065653178,1546.1027132871372,1604.4805870139094,,,1453.1288764361302,,,1638.0193933886217,,1622.2561337624866,1498.9002186192918,1556.0377363942603,1322.9968483164826,1302.2263144253925,1266.4425717797258,1368.8615113161577,1463.8017987411356,1588.0391315105298,1473.41329962512,1470.7757339627299,1597.7333907070597,1427.8385611249585,1384.6959547325957,1466.7428914636403,,1334.9210325231124
